,logFC,AveExpr,t,P.Value,adj.P.Val,B
ZNF143,0.208098294953276,6.80265266839613,4.152098665168,3.99620308425431e-05,0.000166628384835839,1.28915218671076
C19orf61,0.258001891647647,5.47686918067141,4.15164059426998,4.00389219030865e-05,0.000166891207184828,1.28733355265221
CREBBP,0.0994513609084926,5.78114416819496,4.15005835689295,4.03055991464837e-05,0.000167944645301715,1.2810531707227
CSNK1G1,0.0769325514753261,4.26287278133583,4.1499722433525,4.03201615328025e-05,0.000167947210369425,1.28071142306968
TRAPPC2,0.298346937150592,6.57769575984201,4.14956314518341,4.03894112936781e-05,0.000168177486444838,1.27908797729786
SFRS4,0.221240107792804,9.23777552842665,4.1491073583841,4.04666976310349e-05,0.000168441055261985,1.27727942802973
MED17,0.27565666067808,7.7074698632486,4.1489722931233,4.04896272626208e-05,0.000168478262438314,1.27674352796787
TRIM52,0.219358463251267,5.53126435590967,4.14868056669495,4.05391950315067e-05,0.000168613879251781,1.27558609628981
CAMP,-0.160420038708077,4.61136871211848,-4.14861570445531,4.0550223742996e-05,0.000168613879251781,1.27532876395854
CACNB3,0.212430497466838,5.7330354696858,4.14794754481358,4.06639992789738e-05,0.000169028608670142,1.2726781447334
HPD,-0.190068978788965,4.14877133594146,-4.14735913082038,4.07644472632927e-05,0.000169387672168589,1.27034420542794
SPAST,0.261451009432782,6.42555873238862,4.14615686876744,4.09704201980319e-05,0.000170184822361056,1.26557639019396
PSME2,-0.239516413978581,9.55956792745587,-4.14536476623601,4.11066653038611e-05,0.00017069188399624,1.26243584136824
C7orf42,-0.223127788996615,9.09649332453196,-4.14315675798184,4.14887337145579e-05,0.000172219004271185,1.25368438800067
SOS2,0.132082052255138,5.37141369793612,4.14096927516106,4.18705834148694e-05,0.000173744164535444,1.24501851953831
RUVBL1,0.249192656400232,7.80527875292349,4.13900380927314,4.22165296844353e-05,0.000175119342218384,1.23723578021941
RNF5,0.239231038042217,8.84447248312283,4.13880921370882,4.22509285837634e-05,0.000175201681131432,1.23646541690077
GLOD4,0.270641808913407,8.19024634389618,4.13860025863579,4.22878955447693e-05,0.000175294608657526,1.23563824440339
ZNF212,0.157713597089688,6.21757967230212,4.13811493922436,4.23738739347072e-05,0.000175547723887208,1.23371720049356
NUMA1,0.231276644974152,4.54612266169266,4.13809103696578,4.2378112717166e-05,0.000175547723887208,1.23362259334137
GNLY,-0.372579217086729,4.81159278892867,-4.13738395484648,4.25036881320901e-05,0.000176007363303517,1.23082413035088
ANG,-0.351870760504341,6.04630286609294,-4.13621393881542,4.2712257551939e-05,0.00017681024594034,1.22619445200366
DUS2L,0.113371013751693,5.60086059705063,4.13603447686888,4.27443348672888e-05,0.000176823746311492,1.22548443923988
CKS2,0.399686831230287,9.51624857018414,4.13603139072956,4.27448866893168e-05,0.000176823746311492,1.22547222966663
U2AF1,0.211150969253424,9.6427046700094,4.13493685611232,4.29410250448967e-05,0.00017757411524404,1.22114249386221
PCTK1,0.194465309001883,6.41935749689921,4.13406697952085,4.30975159281754e-05,0.000178160070994538,1.21770220782036
CEP170,0.288952270985527,8.83815465701482,4.1332845135472,4.3238745355134e-05,0.000178682557160784,1.21460819254568
HDAC5,0.238600344362507,6.22618008114809,4.13134278366998,4.35911192903817e-05,0.000180076932588259,1.2069325629913
ANKS1B,0.0843306180707706,3.7366889243502,4.13087204469481,4.36769570806155e-05,0.000180369656092172,1.20507223897616
TUBB3,0.359240090959333,8.08641302149788,4.13054592273115,4.37365187349333e-05,0.000180553705384322,1.20378354467421
ARID4A,0.226510062259009,6.05921464762332,4.12983017595705,4.38675111445247e-05,0.000181032408911023,1.2009555485087
REXO4,0.206551584473818,5.55070381876981,4.1297049217376,4.38904729114676e-05,0.000181065116409693,1.20046070137494
PRKRIP1,0.260765512898612,7.05020611981597,4.12932456390909,4.39602707509923e-05,0.000181290952186113,1.1989580903587
RGS7,0.223414204547459,4.55445531933366,4.1291167591031,4.39984487433255e-05,0.000181386278591963,1.19813720726406
MDH2,0.18842409639624,10.5091255749583,4.12833190640909,4.41429271478629e-05,0.000181919619683287,1.19503717797123
CC2D1A,0.169501899850848,5.41112158735639,4.12814047057746,4.41782357691733e-05,0.000182002844725414,1.19428112264025
CCNG1,-0.252842633629825,9.6262200089968,-4.12706401856061,4.43772788272129e-05,0.000182760325457352,1.19003039188709
DOC2A,0.137688374557606,4.46024412256539,4.12669036580892,4.44465690419827e-05,0.000182983105778994,1.18855513777006
ZNF384,0.0848462526038523,5.78677542594626,4.1257848254367,4.46149200314718e-05,0.000183613420033829,1.18498039771167
GCNT2,0.127180617625601,4.21173118348902,4.12505377599688,4.47512736545857e-05,0.000184111662913741,1.18209501079192
DUSP12,0.221100929496948,7.83096469883336,4.1241229244953,4.49254680418573e-05,0.000184765193360671,1.17842170462259
NUP85,0.238113437804196,7.69448839751989,4.12200808207596,4.53236298344617e-05,0.000186339074928845,1.17007899741346
UBE2E3,0.242297707022782,9.92482824795586,4.12147510412727,4.5424502301981e-05,0.00018669005348821,1.16797710857302
H3F3A,0.144216095013002,10.9858527218869,4.12127420361001,4.54625805559648e-05,0.00018678280281642,1.16718488832517
C17orf63,0.234290731709319,7.34072690014361,4.12060550016123,4.55895441509416e-05,0.000187240549340259,1.16454821556023
TERF2IP,0.261704441494967,9.90280313444883,4.12043659309385,4.56216670903047e-05,0.000187305785072017,1.16388228364811
ITM2B,-0.200833547546718,10.9223580759066,-4.12035844552631,4.56365365721057e-05,0.000187305785072017,1.16357418806299
MMP12,-0.580917501688019,4.39871317224452,-4.12000696078586,4.57034721676067e-05,0.000187516596879836,1.16218853142997
CLK3,0.193897893585213,6.67070326234244,4.11926091256846,4.5845856905209e-05,0.000188020840148183,1.15924774997508
USP6NL,0.225024082771396,5.81857361686861,4.11919948624246,4.58575990296639e-05,0.000188020840148183,1.1590056408388
KCTD3,0.323544930978043,7.41894781262259,4.11820357750856,4.60483746538585e-05,0.000188738777257238,1.15508077495309
KCNJ8,-0.387167487822808,6.26911467193557,-4.11755443977998,4.6173129407065e-05,0.000189185717699856,1.15252300069421
ARL6IP1,0.198190479031114,11.2064159235865,4.11535915877451,4.659741779703e-05,0.000190859219425794,1.14387576596064
TSPAN2,-0.0902264804614434,3.96422420724762,-4.1149802449318,4.66710260405867e-05,0.000191084893410137,1.1423836504182
CHCHD8,0.174647562365857,8.32828394742825,4.11491222445129,4.66842514875124e-05,0.000191084893410137,1.14211580763727
STK32B,0.453279596099961,5.78275101511173,4.11442295858275,4.67794862104957e-05,0.000191378901290511,1.14018935618346
RSF1,0.29879189775381,6.34598572109802,4.11430014596358,4.68034204780432e-05,0.000191378901290511,1.13970582289846
ARRB2,-0.237306449216058,6.59960132383603,-4.11429841002474,4.68037588690048e-05,0.000191378901290511,1.13969898831987
ULK1,0.17266184694204,5.54196733314573,4.11256146406348,4.71435153015838e-05,0.000192702719369203,1.13286177616463
FXYD7,0.485217840931254,5.18293879296072,4.11233407011531,4.71881681908086e-05,0.000192819790075914,1.13196687293407
PCDH17,0.488496054746362,9.27579227761075,4.11086307172519,4.74779988913783e-05,0.000193938284480996,1.12617889704938
UGP2,-0.251401465521242,10.1585808374559,-4.10997320186111,4.76541513394149e-05,0.000194591504107305,1.12267842927981
COG4,0.17555542205486,6.85902068930193,4.10989212169901,4.76702322800657e-05,0.000194591504107305,1.12235952017881
DISC1,0.187770406383651,5.50982464490595,4.10914314363691,4.78190243331362e-05,0.000195132731623052,1.11941387129511
PHF1,0.148224877428981,7.11392174976078,4.10784424550968,4.80781118128994e-05,0.000196123517090425,1.11430662008334
CCR7,-0.181481715174326,4.07101174781351,-4.10746040544724,4.81549305986569e-05,0.00019637036040265,1.11279765064545
ANKRD5,-0.184061622053875,4.61898767369373,-4.10592245498748,4.8463897107559e-05,0.000197513494179669,1.10675289388259
CHD8,0.269970378425318,6.8924378795979,4.10590179833818,4.84680597326791e-05,0.000197513494179669,1.10667171924042
PDCD1LG2,-0.0847895764662634,3.77354177276381,-4.10406673175903,4.88392136874171e-05,0.000198958664148808,1.09946194196313
CDK3,0.13306859451136,5.64549076847847,4.10347761909083,4.89589377735692e-05,0.000199378941044748,1.0971480123203
ZNF675,0.114902873782205,4.00258285390015,4.10238252037247,4.91822346310792e-05,0.000200220577899748,1.09284747333107
PUM2,0.202590056449427,8.97169847043147,4.10222663357777,4.92140995035447e-05,0.000200282590815034,1.09223537964341
ARID1A,0.225716142588343,7.09395836543802,4.10162463559029,4.93373385905119e-05,0.000200716294360454,1.08987181968273
TLR4,-0.31146083605802,5.15969751347027,-4.10128566742963,4.9406860200122e-05,0.00020093124300232,1.08854110618369
APH1B,-0.190654517185637,6.23464842494995,-4.10098839085403,4.94679076569778e-05,0.000201111594870131,1.08737414802073
STARD13,-0.273149739042638,6.09869995494811,-4.1008736440416,4.94914907653533e-05,0.000201139565236714,1.08692373067
RLF,0.210277095032835,7.29577494625155,4.10045350460356,4.9577930387974e-05,0.000201422887224016,1.08527465031871
PHB2,0.157443320274707,11.0122835739969,4.09922847056986,4.98307899399555e-05,0.000202381913138936,1.08046718471023
CROCCL1,0.364841527903295,7.63472141245783,4.09898283681004,4.98816387029401e-05,0.000202520125846529,1.07950339062142
RAD51AP1,0.366310796796367,6.44041410438403,4.09866588555717,4.99473238745775e-05,0.000202718461104706,1.07825984651406
NSBP1,0.211862087358985,4.88272803875768,4.09327825194371,5.10765257895579e-05,0.00020723164540359,1.0571352713428
CEP152,0.212023721393127,4.57001991359115,4.09194630555377,5.13594110079637e-05,0.000208309204229673,1.05191674350217
MAPK8IP1,0.203980645721845,5.75127049375033,4.09103873890499,5.15530173534248e-05,0.000209024052178432,1.04836182068207
CDC25B,0.279674459297585,8.40708943196982,4.08960610965295,5.18600458621132e-05,0.000210198139438427,1.04275171702471
RRP9,0.163566957442921,5.42667898737265,4.08926230407441,5.19339855809692e-05,0.000210427003487897,1.04140566145109
BPTF,0.286120026354729,7.84843137075326,4.08772507360246,5.22658144400264e-05,0.000211700281697544,1.03538842734217
GPATCH8,0.246873092233558,7.3710025069445,4.08723902098209,5.23711533790519e-05,0.000212055625080882,1.03348628912904
GAL3ST1,0.301823786790009,4.78548429679179,4.08581770023216,5.26803464371227e-05,0.000213235876233893,1.02792523159343
ORMDL2,-0.252444898240698,8.02668832520037,-4.08517339558482,5.28210791179937e-05,0.000213733681027849,1.02540491393759
SAE1,0.260040999175251,8.83503540781931,4.08452267086397,5.29635769572306e-05,0.000214238291474293,1.02285985516875
OSGEPL1,0.231227130754033,5.98014448495622,4.08395484389347,5.30882201886025e-05,0.000214670365181716,1.02063932459348
PPM2C,-0.316465111099283,6.46785126587711,-4.08318765605976,5.32570680622892e-05,0.000215280837061459,1.01763963059057
AKAP1,0.182283620023407,6.32035104164706,4.08305763846821,5.32857337698279e-05,0.000215324431562506,1.01713131510211
KCTD5,0.279596147697584,7.83569124092273,4.08242678518062,5.34250299635889e-05,0.000215814897960932,1.0146651493661
KIAA0323,-0.298633142507149,6.21859070607965,-4.08226486448925,5.34608388292829e-05,0.00021588712983978,1.01403221696065
TFPI2,-0.535299490724999,4.73448795752867,-4.0816845167922,5.35893706866574e-05,0.000216333624474934,1.01176388393822
BTF3,0.146969617690591,11.0130003508846,4.08159729701932,5.36087129695674e-05,0.000216339182834963,1.01142300455735
PKN1,0.268650466300532,5.93622725845869,4.0806123179006,5.38276080597417e-05,0.000217149767589752,1.00757389593799
WASF3,0.490164841570474,8.70283072099817,4.07952569347077,5.40700780199263e-05,0.000218054882624231,1.003328571522
PLOD2,-0.362248524403768,8.82832886944136,-4.07795692001578,5.44219676764676e-05,0.000219400513813198,0.997201383387598
RBM42,0.217383094584731,7.0847746666617,4.07608675765766,5.48443068468099e-05,0.000221029164340457,0.989899896687906
SELENBP1,-0.455566673529312,5.90256786810229,-4.07489313629884,5.51154898083395e-05,0.000222047751178329,0.98524137696112
KIF20A,0.42245295918488,6.49383104312211,4.07432570465279,5.52448531925886e-05,0.000222494489011756,0.983027220537851
PNPLA4,-0.36419572563026,6.0502593853513,-4.07310086092857,5.55250785434195e-05,0.000223548310203897,0.978248768207573
HOXB6,-0.309672881548902,4.20596660648999,-4.07273826760756,5.56082932011549e-05,0.000223808511607055,0.976834446309454
ITPKA,0.183665394988366,4.84152135731862,4.0725864685802,5.5643166061905e-05,0.000223864728101731,0.976242377559004
C15orf15,0.2882594457712,9.29560508834693,4.07251565323203,5.56594416157268e-05,0.000223864728101731,0.975966180156952
SIX6,0.301011709869352,4.39457431621443,4.07220872095194,5.57300364662218e-05,0.000224073822746659,0.974769119470345
LASS2,-0.213527646860705,8.90295287078253,-4.07181541411004,5.58206220181142e-05,0.000224363127617534,0.973235312747937
CSTF2,0.179487937408707,6.4056323106488,4.07064055982814,5.60920461507358e-05,0.000225353599087709,0.968654464139247
PPIH,0.220759550329603,8.33515439368283,4.07058689052719,5.61044751756313e-05,0.000225353599087709,0.968445232488227
HDAC6,0.0908013778853896,5.28798254807997,4.06896968850111,5.64802259387903e-05,0.000226787222659191,0.962141708212412
PAK1IP1,0.197941149813449,7.55635799512727,4.06858329988049,5.65703552862149e-05,0.000227073406118867,0.960635986270404
TAOK2,0.105891409010491,4.7779142254929,4.068150216312,5.66715392410312e-05,0.000227403757261079,0.958948455188777
SNED1,-0.255572397014267,4.83985153887436,-4.06806515049741,5.66914338905437e-05,0.000227407810429689,0.958617011612565
ARHGAP6,-0.211237928494838,5.06899370901507,-4.06769337302156,5.67784607735035e-05,0.000227681060484359,0.957168522944299
ACIN1,0.272512679208175,6.27393292816654,4.06739995852068,5.68472338449295e-05,0.000227880955379708,0.956025431913181
IGL@,-0.152052791824071,4.25503232770424,-4.06711805920369,5.69133824662446e-05,0.000228070200219141,0.954927273707964
DDX52,0.226446541744276,5.52759309833224,4.06526188783082,5.73507697892446e-05,0.000229746496940147,0.947698185012959
KCTD9,-0.283586415488217,6.08817866604564,-4.06515192619084,5.73767810922786e-05,0.000229774259365886,0.947270021419943
ERC2,-0.4343332595628,5.87544329201432,-4.06503100676911,5.74053973920441e-05,0.000229812431979719,0.946799203263669
COQ10B,-0.224592807039349,8.13377737321379,-4.06304103386397,5.78782894861402e-05,0.000231628568292489,0.939052798693588
BET1,-0.273579659272425,8.52245858474237,-4.06149869310729,5.82473520277286e-05,0.000233028110670401,0.933051309449855
OSBPL7,0.0528761553472181,4.3989694546197,4.05985355162261,5.86434783704073e-05,0.000234534960656408,0.926652125755824
C19orf50,0.0755461933727233,6.04008117797703,4.05954284377077,5.87185792210706e-05,0.000234757347602965,0.925443819700767
CSPP1,0.164016352698745,5.95140124906486,4.05919714378096,5.88022454101556e-05,0.000235013819856984,0.924099533737683
THAP9,0.0882812957979509,3.97727341384077,4.05856185248901,5.89562938920883e-05,0.000235551324170049,0.921629421239981
C1orf176,0.178318116044932,4.19817630238377,4.05694305137019,5.93505642989203e-05,0.000237045838417455,0.915336881954548
NDRG2,0.437606166614063,6.91971932580229,4.05682252847425,5.93800185069663e-05,0.000237045838417455,0.914868482886636
HSP90AB1,0.263456135592802,10.191894258093,4.05678410506697,5.93894116015165e-05,0.000237045838417455,0.914719157213886
HIST1H4E,0.103052807667356,4.38093153422782,4.05411917115329,6.00443453233398e-05,0.000239580519013803,0.904365557449799
DDX19A,0.228199119391616,7.00714761389102,4.05385140106651,6.01105305989375e-05,0.000239765157162108,0.903325584805531
ZNF292,0.251194760524903,7.09916702303715,4.05354705899319,6.01858396236e-05,0.000239986053227613,0.90214364994257
CENPQ,0.253051676266427,5.71522662490036,4.05299066226286,6.03237510743619e-05,0.00024045634241558,0.899983054163091
VGF,0.26165819504167,4.87407331946643,4.05221592653979,6.05162814508758e-05,0.000241143964669572,0.896975062320388
C8orf44,0.128468693650658,4.44559357258911,4.0518442249791,6.06088605357843e-05,0.000241432980010557,0.89553208100868
TECTA,0.112528832428289,4.25657197793156,4.05132510012018,6.07383833537547e-05,0.000241868919426559,0.893516992882033
CD47,-0.217745981512945,8.20250445742631,-4.05107358215167,6.08012321987697e-05,0.000242039153103334,0.892540760798711
BZRAP1,0.222496225821015,5.0731659919574,4.05019406787526,6.10214898091756e-05,0.000242835684164604,0.889127488449908
HSD17B11,-0.271061506272167,8.28670688092773,-4.04905700608667,6.13073691508387e-05,0.000243892745065874,0.884715724905895
FABP4,-0.395036950294863,4.62338362200164,-4.04875861479623,6.13826010298274e-05,0.000244111387582953,0.883558165772541
LMCD1,-0.31645625247233,6.64841169578508,-4.04712017072515,6.17972592944512e-05,0.000245676112294244,0.877203500485586
FUS,0.263631595301633,7.18439769424998,4.04704298360851,6.18168593465836e-05,0.000245676112294244,0.876904190756283
ITPK1,0.123072545864683,6.27426739356174,4.04534821038425,6.2248703057082e-05,0.000247310749657995,0.87033367060232
GLA,-0.211226953169529,7.81031001551949,-4.04422109891779,6.25374866807425e-05,0.000248304397766749,0.86596534436717
CDKN3,0.450034876704303,7.32813811545762,4.04421113066248,6.25400463732394e-05,0.000248304397766749,0.865926715592141
ME1,-0.537073246375329,6.49868581097857,-4.04388266901634,6.26244459003437e-05,0.000248557540386269,0.864653917086954
