,logFC,AveExpr,t,P.Value,adj.P.Val,B
TEX12,0.0278392851255052,3.81775621560543,1.85129059242364,0.0648340085804222,0.110319504214419,-5.42289474745333
HSD17B12,-0.103986890073987,10.4763152806598,-1.85069346572711,0.0649201128325994,0.110450409540854,-5.4239865865003
UNC119B,0.109195643756079,8.26747555431764,1.84974417710352,0.0650571928853173,0.110667992191693,-5.42572163623589
CXADR,-0.179857672807728,9.07762552819489,-1.84957419016509,0.0650817647737852,0.110679494725308,-5.4260322351793
JTB,0.0692046698054067,10.0063020665711,1.84957023217185,0.0650823369996601,0.110679494725308,-5.42603946686231
DPY19L1,-0.170466372458964,8.88248817921427,-1.84948629657303,0.0650944729484089,0.110684502011401,-5.426192822723
SF3B1,0.0746023247870724,9.45900280277131,1.84909702903815,0.0651507802446908,0.110764604787035,-5.42690395062252
C14orf156,0.108526183792295,9.20630840783454,1.84770813959005,0.0653520108448194,0.111081137648452,-5.42944002380222
SRD5A1,-0.126337647307979,5.72523855117354,-1.84768470165578,0.0653554110811561,0.111081137648452,-5.42948280472983
IMPDH1,-0.0876841882180619,6.73693919560728,-1.84719291851962,0.0654267898302619,0.111181523682204,-5.4303803263756
CDKL3,0.115061480149479,6.91240749362371,1.84715056898787,0.0654329395728103,0.111181523682204,-5.43045760478076
SNX6,-0.096248440087825,8.368342781544,-1.8469062062824,0.0654684337888577,0.111226139910472,-5.43090347791671
ERCC4,0.09573693868448,4.65448610673539,1.84648937768982,0.0655290158180816,0.111313359921193,-5.43166390471239
ATP6V1B1,0.0749052220095048,3.96900900641331,1.84599929358378,0.0656003041552839,0.111390141919994,-5.43255775670716
HDC,-0.0419088404791523,4.0192072326246,-1.84598946407972,0.0656017346251746,0.111390141919994,-5.43257568210323
MTERFD1,0.0955449160552613,8.03874065396892,1.84586389441631,0.0656200108212623,0.111390141919994,-5.43280466667132
DIO3,-0.0445492855206577,4.13147032505485,-1.84586247766597,0.0656202170480195,0.111390141919994,-5.43280725012161
EVX1,0.0393903567369538,4.62511912573093,1.84586075872768,0.0656204672629496,0.111390141919994,-5.43281038461036
GPX4,0.0733012384933431,10.6553931090135,1.84565790849515,0.0656500004266876,0.111424567320391,-5.433180262408
SPTLC1,0.0983908086678174,8.11802471868181,1.84522057264534,0.065713709992766,0.11151698079663,-5.43397756603114
LHX1,0.0592727249154787,4.06082934239409,1.84437758700661,0.0658366575236873,0.111709881626073,-5.43551388223294
MOCS2,0.128352134250131,8.16779463625671,1.84318871666635,0.0660103748902312,0.111988860866183,-5.43767938921677
PARP3,-0.0904174618650702,5.35504227985832,-1.84197412602019,0.0661882418017445,0.112274800362954,-5.43989032676986
ABCD1,-0.0713979885291636,4.91846444297444,-1.84182026059572,0.0662108023955967,0.112297251048982,-5.44017030798945
GPD2,0.0575427040685073,4.69925084589264,1.84120879516485,0.0663005216682931,0.112433584273988,-5.44128273365064
ENTPD4,0.0871694333615878,6.15196457319145,1.84097997504124,0.0663341218869132,0.112470769350027,-5.44169892765232
C13orf24,0.11489921261205,6.16004254151247,1.84093226853736,0.0663411289398139,0.112470769350027,-5.44178569315846
FZD10,-0.129362938716977,4.58231318126411,-1.84041048162646,0.0664178080999342,0.112584916263993,-5.44273454106626
HIST1H4A,0.031851878565071,4.04746966448791,1.83992639214991,0.0664890129402138,0.112689752825623,-5.44361460111772
TAF9,0.0877102254826596,8.59257320988572,1.83966245709254,0.0665278617862958,0.112739728628001,-5.44409433113804
KTN1,0.0953948242808575,9.6620104951674,1.83866284878618,0.0666751651918103,0.112973454233823,-5.44591061167219
CEP55,0.174276705005695,5.65695657614919,1.83828926648068,0.0667302858502037,0.113050942910545,-5.44658915851283
DDAH2,0.119070031264667,7.27182431073746,1.83806206950378,0.0667638263175861,0.11309185490454,-5.4470017557021
BZW1,0.0952164637129442,9.82955460348643,1.83780524571102,0.0668017572843672,0.113140191451245,-5.44746809575146
EBF2,-0.0954265052062935,4.36764791937982,-1.83663163884114,0.0669753169913986,0.113418192548224,-5.44959831251419
CARKL,0.072744211022731,5.9960725682169,1.83584355152769,0.0670920728167148,0.11359993544135,-5.45102802040227
PDK1,0.119331588902413,5.12905119595353,1.83574296065737,0.0671069875354578,0.113609214663571,-5.45121046379219
AKAP3,0.0639156178166882,4.47408810448966,1.83530444802658,0.0671720382839264,0.11370335746627,-5.45200568678767
TCP11,0.0324725765471401,3.86303310807019,1.83510908549317,0.0672010359248549,0.113736454618005,-5.45235990779563
PROM1,0.313100427943221,7.21428085545637,1.83433639998237,0.0673158268979259,0.113914725619003,-5.45376053672564
DNASE1L3,-0.0848839686027905,3.9948565570537,-1.8339153940617,0.0673784401089523,0.114004661485458,-5.45452344003892
BCAM,-0.0744408618808583,5.24755296944849,-1.83375137389422,0.0674028466756931,0.114029935328561,-5.45482061375498
NFASC,-0.277574986760794,7.16441910959371,-1.83358246830591,0.0674279878340682,0.11403405074723,-5.45512661160339
IGF2,-0.344370669871182,6.41216068668399,-1.83355151307311,0.0674325962797103,0.11403405074723,-5.45518268865103
ZFAND1,-0.131691478573075,6.7771920698131,-1.83354417767593,0.0674336883716179,0.11403405074723,-5.45519597697593
TSHB,-0.0286000858828084,3.81559306237306,-1.83336575799609,0.0674602559428118,0.114060026620726,-5.45551917426892
AGTR2,-0.0622776119127457,3.76102847335492,-1.8333138103604,0.0674679928267258,0.114060026620726,-5.45561326869527
IFI44L,-0.30538695971677,7.60103592510068,-1.83271559370561,0.0675571417634666,0.114186203227281,-5.4566966487516
PKP2,-0.053278392001924,3.94547743929514,-1.83266711826283,0.0675643700502811,0.114186203227281,-5.4567844233267
ZNF654,0.119110989374386,6.07218771162909,1.83261228231299,0.0675725475369674,0.114186203227281,-5.45688371213027
FOXE3,0.0309785090648522,4.00495569304535,1.83255857672036,0.0675805572496953,0.114186203227281,-5.45698095141728
RAB30,0.0491290176136285,4.25969656714147,1.83248989816431,0.0675908011893262,0.114187489888028,-5.45710529664993
FKBP1B,0.118881060801637,6.05211710218618,1.83213927851076,0.0676431188144691,0.114259845246716,-5.45774003589361
SAP30,0.0746832158148933,6.12606426650435,1.83169364774812,0.0677096617470924,0.114356205716478,-5.45854660465741
NR2F2,-0.199536726776126,7.08312811441886,-1.83151824386917,0.0677358684026461,0.114381810971437,-5.45886402370922
KRIT1,0.114216639421135,6.57575995173244,1.8314650366288,0.0677438196186919,0.114381810971437,-5.45896030410398
SERPINF2,-0.0528493276139645,4.1002564847085,-1.83033585244127,0.0679127451121674,0.11465095705043,-5.46100295408502
DLG2,0.1131416269308,4.5281680885716,1.83018564618659,0.0679352420855988,0.114672860274009,-5.46127457790555
PNMA3,0.043186494003991,4.32412801751311,1.82965872891256,0.0680142091713727,0.114790064028265,-5.46222724950117
SLC12A9,0.0652490073024223,5.41185380847189,1.82905622292874,0.0681045972718927,0.114926507896319,-5.46331625544053
PERLD1,0.0751359157208924,5.72699502361795,1.82770357618691,0.0683078828070474,0.115253401255775,-5.46575982579773
TSKS,0.0264630881864316,3.9341596189324,1.82702363070104,0.0684102588655567,0.11540996599314,-5.46698748251701
UTP20,0.104976805860987,6.68840542187444,1.82577049267752,0.0685992693353961,0.115712621002499,-5.46924887350101
PRKCI,0.100906404723085,6.66555391641638,1.82559396597346,0.0686259293906916,0.11572637040018,-5.4695673078164
PLEKHC1,0.156029201679942,8.88826953183631,1.82558925484557,0.0686266410087764,0.11572637040018,-5.46957580574604
SLC12A8,-0.135755075107928,5.46418013663955,-1.82538171754688,0.0686579956556858,0.115746537520569,-5.46995013998485
ANKRA2,0.105930618734643,7.24914726061863,1.82532882793356,0.0686659880849628,0.115746537520569,-5.4700455300836
NFIL3,-0.125109671740498,8.85304507213566,-1.82531924709676,0.0686674359779894,0.115746537520569,-5.47006280949861
CDC37,0.12499875576792,7.10787592156179,1.82519378406669,0.0686863987592583,0.115762297251083,-5.4702890787583
GNG7,0.0774497572479929,5.82157618327015,1.8250153997647,0.0687133676233638,0.115788722823108,-5.47061076378302
DNAL4,0.0821235930151589,6.08574519731092,1.82496288342991,0.0687213089201753,0.115788722823108,-5.47070546195241
TCTA,-0.135670896750156,7.64548652687859,-1.82474865491864,0.0687537114867044,0.115827111600853,-5.4710917339371
BAALC,0.31624734533135,10.4626737546837,1.82373973241,0.0689064828370951,0.116068242596769,-5.47291030593087
COX6C,0.0660782558513695,11.939234991336,1.82318358940956,0.0689908137807781,0.11619403909764,-5.47391232455372
UCHL3,-0.11349623068098,8.33790750823069,-1.82239368543733,0.0691107374019282,0.116379737070902,-5.47533500001662
ACSL6,0.157688541398436,5.0446558261474,1.82184092042277,0.0691947606347575,0.116504936739898,-5.47633020983866
HOXA1,-0.16879566624742,5.15549087562781,-1.82165410899708,0.069223176000233,0.116536486144947,-5.47666648190614
CPLX3,0.035953188307885,4.1869000788086,1.82091883777088,0.0693351095074526,0.116708608986405,-5.47798968574282
TSG101,0.0761936860092689,9.54135742621765,1.81963419336155,0.0695310344608854,0.117022042903981,-5.48030028716883
AKAP11,0.135894349897047,8.31492419664239,1.81926568286172,0.0695873212305559,0.117100408364778,-5.48096280541469
JMJD5,0.0385505450807129,4.79995499377096,1.81912677754939,0.0696085475486544,0.117119761014517,-5.48121249890962
ZNF536,0.174336348376428,4.8085638352653,1.81871833439914,0.0696709932365565,0.117208452159069,-5.48194659969001
PRL,0.127480698780161,4.01406026146023,1.8185806737769,0.0696920501666997,0.117226549372167,-5.48219398256302
ILK,-0.0967517990319067,8.58985518029573,-1.81852073506363,0.069701220188068,0.117226549372167,-5.48230168960419
MTHFD2,-0.139133033049728,8.05684455304055,-1.81845318954989,0.0697115551648925,0.117227558622488,-5.48242306152005
PELI2,0.167949681997478,5.92801363495655,1.81791954693762,0.0697932509379403,0.117348551772504,-5.48338180305188
INPP5F,0.176601394992032,7.30994879032946,1.81781625581751,0.0698090729653049,0.117358768204412,-5.48356734373609
TACSTD1,-0.314158008711071,4.40099536648866,-1.81744478775804,0.0698659984840183,0.117438072828664,-5.48423452190353
KCNK12,0.0871740112800934,4.65937837423811,1.81737037357315,0.0698774066611434,0.117440855689252,-5.4843681579591
WDR1,-0.108012042302414,8.08928613124403,-1.81726370151472,0.0698937628559389,0.117451952597156,-5.48455971463859
PSKH1,0.0663321730331266,5.50198975693365,1.81718850159869,0.0699052952727516,0.117454941492183,-5.48469474847034
STK39,0.147956970493757,8.34908954890765,1.8168412615516,0.0699585672187248,0.117528050564716,-5.48531820382319
KIAA0319,0.0901316388860138,4.58468601769567,1.81544645121462,0.0701728895420774,0.117871660742879,-5.48782134738608
TP63,-0.0465907899095646,4.1048468917866,-1.81341296531453,0.0704863173418011,0.11838162251464,-5.49146727578083
MRPS30,0.12274123894237,7.28862873119021,1.81302983716266,0.070545498967645,0.118464495686568,-5.49215375323486
OGT,0.129528922515085,6.94032723816416,1.81262141299131,0.0706086330974637,0.118553982119305,-5.49288539811293
ADAM15,0.0607534856428469,4.56177594786598,1.81249299648072,0.0706284933050859,0.118570795536016,-5.49311540797975
KRTAP5-8,-0.0519388732318982,4.76696442825666,-1.81231262517964,0.0706563963262914,0.118601104622414,-5.49343844822133
HIST1H4L,0.027766104553578,4.20726686182558,1.81140245567845,0.0707973358823758,0.118821117588233,-5.49506805506976
KCNV1,0.0563542586931094,3.61090451501661,1.81118660805922,0.0708307937608633,0.11886070491476,-5.49545439978276
DUSP10,0.129697832139694,6.03826984498936,1.81106643315,0.0708494273441573,0.118875408120154,-5.49566948069007
DLEC1,-0.0582721566593607,4.40572945891092,-1.8109186099907,0.0708723534281886,0.11889730843999,-5.49593402529452
ATP2B1,-0.137261272569032,7.46639366118604,-1.81074277626049,0.0708996316573342,0.118926502913723,-5.49624866999185
TMEM33,0.112537242283638,7.4914077893671,1.81057933108096,0.0709249957178836,0.118952478890634,-5.49654111909625
ARF4,-0.0960174543090808,10.2898568350707,-1.81042349134599,0.0709491864892373,0.118976480114663,-5.49681993573564
HSF2BP,0.0741304231275839,4.76111148244724,1.81005418082944,0.0710065411245632,0.11905608023141,-5.49748058378991
PLK2,-0.180895951137382,6.2335660609398,-1.80958039429628,0.0710801769472874,0.119162952916502,-5.49832793145652
RAB15,0.105268999514215,6.23636372473801,1.80915495583975,0.0711463520481143,0.119243702032437,-5.49908862451975
TGM3,-0.0350397143012469,4.24390829865579,-1.80914341376455,0.071148148073664,0.119243702032437,-5.49910925954417
MARCH2,-0.139551646796134,7.35926210593503,-1.80904546201235,0.0711633915353058,0.119245628421273,-5.49928437333889
NUP107,0.170140761724097,8.21131242777572,1.80900876927073,0.0711691024301351,0.119245628421273,-5.49934996859076
CLSPN,0.039622703989167,4.82099889277695,1.80863735076143,0.0712269316041429,0.119325919640663,-5.50001387606916
MREG,-0.196775615320994,8.03007916592867,-1.80836075256454,0.071270022539399,0.119381501101606,-5.50050820585544
CD207,0.0344672614096102,3.94001850752616,1.80817334282868,0.0712992310860526,0.11941381651436,-5.50084309782889
VWA1,-0.131602486631861,6.05965343806539,-1.80807407180831,0.0713147068551261,0.119423126122852,-5.50102047641429
HDAC11,-0.0394631926032067,5.17026071751669,-1.8075637555123,0.0713943057856263,0.11953979842471,-5.50193216405762
SEPT8,0.146630552347316,7.90699872260398,1.80746565117551,0.0714096164320506,0.119543285296691,-5.50210739988111
PDE8B,0.222489875416065,7.30956538535536,1.80742319822463,0.0714162426859657,0.119543285296691,-5.50218322724332
KIAA0828,0.133160213819291,6.65758649981356,1.8062844459655,0.0715941732368742,0.119824466173515,-5.50421655599225
PIP5K1C,0.116446914527076,6.98036283844142,1.80604363892194,0.0716318461033433,0.119870857528691,-5.50464637369509
RPL5,0.0625756078213886,12.2103292161019,1.80595385586946,0.0716458963128593,0.119877710629353,-5.50480661347988
YTHDF1,0.111961414648007,9.50082056412574,1.80491544986141,0.0718085618913606,0.120133190093882,-5.50665933277455
C11orf60,0.111183285401332,7.53956890127531,1.8048402548279,0.0718203529216216,0.120136225848335,-5.50679345468175
IFT74,0.0952552051886126,4.84453369122704,1.80456478734808,0.0718635614648426,0.120191806549949,-5.50728474631268
OMP,0.0282917484097784,3.94303696441337,1.80425882170476,0.0719115788566756,0.120253975545547,-5.50783034437317
NR1D1,-0.104485461664303,6.32341616195747,-1.80420068793839,0.0719207051884264,0.120253975545547,-5.50793399823326
PDGFC,-0.180455011683568,9.43291037182897,-1.80276305492755,0.0721467001029041,0.120615099630594,-5.51049628538804
TMEM112B,-0.0737532730501824,6.91876246523686,-1.80240130938615,0.072203658068253,0.120693566137965,-5.51114070628466
KLHL24,0.11250023887396,6.74560372556111,1.80224504405801,0.0722282739597023,0.120717956283516,-5.51141904115562
CTSF,0.117970237646277,7.65159151905639,1.80070583077034,0.0724711091916529,0.121107007616692,-5.51415936978163
NT5DC3,-0.133633091094304,5.44720550890641,-1.80001731941002,0.0725799496756097,0.12127206243842,-5.51538441047162
TSPAN15,-0.101060285191247,5.31001790632815,-1.79949368303984,0.072662816448683,0.121393678645261,-5.51631578691511
COPS7A,0.0924555311363022,8.41753682816845,1.79938486527081,0.0726800468845729,0.121405621387714,-5.51650930436471
CNNM2,0.0617335656056586,4.87867065432042,1.79921082563097,0.0727076116661389,0.121434821037953,-5.51681878600051
G6PC3,0.109233389585601,8.183102239301,1.79908188309888,0.0727280394059443,0.121452094096017,-5.51704805582685
CASP6,-0.0927470005749527,6.44750130931295,-1.79881771835886,0.0727699044669086,0.121505156626527,-5.51751771071064
HS1BP3,-0.101258982244364,7.19556091764315,-1.79855012056994,0.0728123337805611,0.121559146455777,-5.51799339993783
KIRREL,-0.086734665803597,5.17416505711567,-1.79824491175212,0.0728607513610666,0.121623117256718,-5.51853586251756
F12,0.145451385266852,5.69474840183177,1.79792871969262,0.0729109391801977,0.121690024893685,-5.51909775056191
GTF2H5,-0.0999185457914571,9.63449761781841,-1.79765458869529,0.0729544738003002,0.121745811183927,-5.51958481540704
SLC35C2,0.0807623599513931,5.40717121190879,1.79706148252356,0.073048737783494,0.12188622701799,-5.52063837217054
USP18,0.135647996405366,5.43498059491515,1.79630387112216,0.0731692924803136,0.122070465509551,-5.52198364788887
PPRC1,0.0948483351495879,6.0332312088002,1.79562673409389,0.0732771799174314,0.12223352272693,-5.52318555417036
C20orf46,-0.0708198164538629,4.6508347055317,-1.79535786036652,0.0733200554570945,0.122288103575392,-5.5236626765408
PON1,0.039680978810833,4.11967049905375,1.79525661111039,0.0733362063525457,0.122298102326181,-5.52384232735026
PBOV1,0.0290034346762162,3.91941669050206,1.79472978151471,0.0734202913428442,0.122421371967672,-5.52477694224673
HKDC1,0.0512104696165574,4.27080870798207,1.79385328103046,0.0735603611356666,0.12263794390083,-5.52633128757687
SIN3B,0.106077922435819,6.28632453596364,1.79253648603795,0.0737712046899475,0.122972431738143,-5.52866502554016
ABCC2,0.0994371154689384,4.33405131708181,1.79223689033689,0.0738192447588307,0.12303548033022,-5.52919575932329
C21orf59,0.0901344926015391,8.74715037082048,1.79084884099872,0.074042153071558,0.123389926278398,-5.53165354888647
SPAM1,0.0203671250100985,4.01250199555072,1.79055104378042,0.0740900485118852,0.123439155849877,-5.53218060782571
RRM2,0.207683069004084,8.62861118005156,1.79053769811198,0.0740921955225801,0.123439155849877,-5.53220422574996
TNFRSF17,-0.102591176429547,4.2925464508461,-1.79006008355316,0.0741690663081399,0.123550130928568,-5.53304934952429
SOCS2,0.252392835439949,7.53194762702974,1.78992220010077,0.0741912704456619,0.12357002471738,-5.53329328861235
RNF122,0.0610996539476867,5.28577801270895,1.78917730650471,0.0743113191036908,0.123752856402523,-5.53461081106466
EEF1A1,0.042905898744829,13.4516558000085,1.78774813127346,0.0745420941074685,0.124120007915118,-5.53713713723898
COX7A2L,-0.0857965269163152,9.91786217353444,-1.78731550261738,0.0746120682491581,0.124219345479934,-5.5379014948119
SERPINI2,-0.0475060017953286,4.69343424949224,-1.78691923648395,0.0746762082969825,0.124308943919307,-5.53860144813954
SLC12A5,0.193515519777726,5.39496186779598,1.78682974735286,0.0746906993557395,0.124315881360306,-5.53875949806386
USH2A,0.0212852969558002,3.70466485872322,1.78584274233873,0.0748506789824851,0.124564935918613,-5.54050216551428
HIVEP1,0.109571946909882,5.86860414908348,1.78460586388313,0.0750515559989394,0.12488197282565,-5.54268467376077
SLCO4A1,0.127525090836289,5.84090630113468,1.78450711812687,0.0750676119701494,0.124891431796703,-5.54285884935332
RNF39,-0.0361129186877029,4.66170555112558,-1.78395883323249,0.0751568138157001,0.125022565543398,-5.5438257850616
CLN3,0.0868633088135748,6.34463809784274,1.78358410172341,0.0752178297796941,0.125106782625287,-5.5444864798675
C1orf218,-0.103460930515837,6.45800794233314,-1.78186017868799,0.0754990520383592,0.12554602918271,-5.54752419390338
AP1G1,0.111755445304965,7.41557393857416,1.78183742904441,0.0755027689205437,0.12554602918271,-5.54756426156899
VAPA,0.0582391141809708,9.35456835221425,1.78070229829986,0.0756884192643336,0.125837352586098,-5.54956286369053
EIF3EIP,0.0855872627805621,11.0104819790545,1.78051857775083,0.0757185018357993,0.125869988833061,-5.54988621887487
CETN2,-0.101228004806075,10.1239013489312,-1.77986669453333,0.0758253208150081,0.126030160559604,-5.55103329311204
HYDIN,0.0337184464865743,4.06161771427189,1.77961826218566,0.0758660619330889,0.12608047444083,-5.55147033362838
TMEM50B,-0.132626337479847,8.51710824895108,-1.77940476972024,0.0759010874810721,0.126121277141861,-5.55184586013808
ALDH1B1,0.0554030441632296,4.47697381585597,1.77872661343175,0.0760124335593487,0.126288869332461,-5.55303842132935
GDPD3,0.0743574885810503,4.5904315683432,1.77751917955969,0.0762110124251006,0.126601325923998,-5.55516062718894
ZNF460,0.0265408550482991,3.89070031302417,1.77704605295411,0.0762889402215826,0.126713299054938,-5.55599181535137
C8G,0.0408795756736864,3.79730035127077,1.77586131514705,0.0764843623373972,0.127020131803591,-5.55807220500043
GATM,0.274762006647949,9.67092222406803,1.77579830099222,0.0764947679654245,0.127020131803591,-5.55818281905426
TRAF3IP2,0.119274435344107,7.74451889261914,1.77572750085619,0.0765064606870211,0.127022032206412,-5.55830709588488
IQSEC2,-0.0624971658214228,5.05076771569,-1.77521724470562,0.076590773322819,0.127144484746814,-5.55920261392301
HERC3,-0.0427422412374696,4.90935741447981,-1.77465967492943,0.0766829907846971,0.127280024125337,-5.5601808792602
MFAP1,0.0902562213650455,8.6653868012048,1.77242012002202,0.077054310478245,0.127878721992699,-5.56410716566417
OXSR1,0.1037853112958,7.67502399188582,1.77189820649063,0.0771410550495701,0.128005041326571,-5.56502145924453
SLMO2,0.155430293196087,8.27283455086944,1.77099814898009,0.0772908366056752,0.128235912703988,-5.56659756632482
DIXDC1,-0.150949730505766,6.53133607055473,-1.77031001612819,0.0774055114178918,0.128408481677125,-5.56780203621763
QTRTD1,-0.0935943696394697,5.68342895204041,-1.76979038504043,0.077492198184479,0.128534579963842,-5.56871126434779
FCER2,0.0566831510876296,3.92318886620912,1.76968506015568,0.0775097785390852,0.128546034040444,-5.56889552525497
NFKBIL2,0.0409392735947129,4.07101345079981,1.76954446353677,0.0775332513737149,0.128567255995907,-5.56914147556033
UTP15,0.0715613779098287,4.40337154205557,1.76900711544743,0.0776230160663614,0.128698383515231,-5.57008129894609
GYG1,-0.0968528419561352,9.5859780849195,-1.7688890317462,0.0776427534825927,0.128713386211093,-5.57028779000482
AKAP12,-0.245131503837866,8.54648026454378,-1.76869329689483,0.0776754791440144,0.128749913262522,-5.57063003846806
COMP,-0.12562645766828,3.99194330713041,-1.76756530239632,0.0778642926527081,0.129045115899245,-5.57260164487951
GRM1,0.0313327537000925,4.2191782734468,1.7674217266524,0.0778883524944236,0.129067227292948,-5.5728525101028
B3GALT5,-0.0237759713920869,3.58537659783808,-1.76666777508501,0.0780147963859866,0.129249478563668,-5.57416953565765
ALDOAP2,0.0333250071585089,3.84956542127413,1.76663794650587,0.0780198023317809,0.129249478563668,-5.57422162974485
SLC35E3,-0.177248209618892,7.22611852303988,-1.76656696872736,0.0780317151483573,0.129251432436935,-5.57434558531939
TCF21,-0.0725630229789438,3.98605234191527,-1.7659521379646,0.0781349697436024,0.129404663134708,-5.57541912030491
CLDN18,-0.0720224912845406,4.23992103511851,-1.76572368378348,0.0781733647426984,0.129450448051647,-5.57581792254112
HECW1,0.0592033473444813,4.2802038548475,1.76564461369603,0.0781866571943182,0.129454657766256,-5.57595593981317
SLC25A46,-0.107549867684289,8.48317280316706,-1.76546408168704,0.078217013304141,0.129487114958546,-5.57627103660711
AFG3L2,0.0929997676049972,6.2275826027908,1.76518694264903,0.0782636324354523,0.129546482719961,-5.57675468753044
PRKCB1,-0.174695065428108,6.1169571934783,-1.76487642635934,0.0783158931059594,0.129615171080534,-5.57729649812244
P2RY11,0.0353521508796555,4.00764824879315,1.76442467768465,0.0783919744426678,0.129723259068106,-5.57808457320973
ZDHHC11,0.187677629383695,5.34540940578662,1.76425665698211,0.078420287079032,0.129752280434969,-5.57837763444307
BIN3,0.0751531681382787,6.29601644325157,1.76375370511982,0.0785050878288328,0.129874744832368,-5.57925471733435
CKLF,-0.108059367923655,7.72920471195137,-1.7634664290017,0.0785535579305675,0.129937080302183,-5.5797555791281
C6orf105,-0.0614444106250094,4.35806920329409,-1.76319546617257,0.0785992980001242,0.129994883466213,-5.58022792528146
PRPS1,0.100365769945595,8.04151790084818,1.76220686067672,0.0787663647196655,0.130253304580364,-5.58195066971358
BFAR,0.097651344609015,7.59609623753349,1.76209016007497,0.0787861053434316,0.130259554706447,-5.5821539694293
CAMK2N1,-0.219192804183328,10.3257893713505,-1.76205459032527,0.0787921229883417,0.130259554706447,-5.58221593151087
ITPR2,-0.124107984994978,6.11026217247805,-1.76194705623814,0.0788103177504501,0.130259554706447,-5.58240324712022
MPHOSPH8,0.154604728336148,6.57058535369057,1.7619287666558,0.0788134126881888,0.130259554706447,-5.58243510496035
THEG,-0.0339071345594624,4.49358670753782,-1.76135997305695,0.0789097126946964,0.130374474944869,-5.58342569955956
WBP2,0.149834128303696,7.26496728549451,1.76134257865931,0.0789126591787566,0.130374474944869,-5.58345598817782
EDG4,0.0578140760805983,4.63232956219288,1.76132625126524,0.0789154250019224,0.130374474944869,-5.58348441856977
SEMG2,0.0296039920929756,3.652871167514,1.76011796607662,0.0791203254917405,0.130664877343513,-5.58558764805572
HPCAL4,0.19666597428072,5.32402411843591,1.76011255947766,0.0791212433154825,0.130664877343513,-5.58559705598147
SH3TC2,-0.0438367316900203,3.82717421408121,-1.76009775059149,0.0791237573151386,0.130664877343513,-5.58562282451241
COL11A1,-0.340465710839878,6.46555459065691,-1.75978260645701,0.0791772725609759,0.130718481399277,-5.5861711474188
PFN2,0.162335794891916,11.4146803155121,1.75977875050407,0.0791779275308361,0.130718481399277,-5.58617785583668
ENOX2,-0.0479883542043673,5.09935906509141,-1.75938916067573,0.079244125824533,0.130776957648499,-5.58685557249499
ADAMTS7,0.0288799064048382,4.18234311043798,1.75938375858986,0.0792450440531516,0.130776957648499,-5.58686496873303
FLJ21075,0.0505343785072201,4.75563566905736,1.75937856068741,0.0792459275835488,0.130776957648499,-5.58687400979325
EFNA1,-0.137525681951742,7.10421516385541,-1.75909937407469,0.0792933950514305,0.130837361360554,-5.58735957912115
ATRN,0.107512636271893,6.5221623563493,1.75787651622825,0.0795015795199821,0.131162901846777,-5.58948551389725
USP15,-0.0920871306098299,6.76997962627419,-1.75780477193061,0.0795138074087467,0.131165105317278,-5.58961019591531
ZNF324B,0.0457500263541464,4.6341270151704,1.75736162752285,0.0795893696652177,0.131271769553288,-5.59038021065651
TICAM1,-0.0770695465911562,5.42120563793551,-1.75725231296163,0.0796080183169627,0.131284546230192,-5.59057012795798
CCDC68,-0.061634213156895,3.81787553296561,-1.75674773229526,0.0796941440861031,0.131408583196611,-5.5914466086986
CEACAM6,-0.188194646437897,4.48210091756207,-1.75647295821335,0.0797410766308804,0.131467968892259,-5.59192380012217
RPS9,0.0683591176571721,11.6710800636467,1.75584964760432,0.0798476242363992,0.131625611369571,-5.59300601123658
CD79A,-0.0685840337284658,4.66820489056863,-1.75557938103013,0.0798938592010724,0.131683801327582,-5.59347513878353
PIH1D1,0.081232439550547,8.11262619394644,1.75502976126835,0.0799879509493198,0.131820843756906,-5.59442894691117
ELMO1,0.212173000513781,6.96414569054457,1.75463947000275,0.0800548214324045,0.131912993936647,-5.59510607828303
MRPL42,0.143986267896584,7.88340087214495,1.7544655814784,0.0800846292685656,0.131944056047622,-5.59540771641036
SKIP,0.0550866527215961,6.11724492654789,1.75424746536985,0.0801220313589693,0.131973288425306,-5.59578603288291
SPARCL1,-0.25509163756878,12.3413614298778,-1.75423429084521,0.0801242909547757,0.131973288425306,-5.59580888225437
TATDN2,0.108754854736173,7.55885893305408,1.75416754104187,0.0801357401797999,0.131974095082761,-5.59592464785951
KIAA0174,0.0761108913811324,9.29153321914724,1.75384504039096,0.0801910757299953,0.132047167228306,-5.59648390646357
RNPEPL1,-0.0491437031722306,4.81537016428418,-1.75368507132288,0.0802185352214972,0.132074323371243,-5.59676127630564
KCNN3,0.202204237520352,6.44680879375198,1.75315274513408,0.0803099668877578,0.132206783494515,-5.59768409544276
EYA2,0.177545087068701,5.98149191987182,1.75293369863414,0.080347614700934,0.132250680184342,-5.59806374542667
PML,-0.0502535800452009,4.88368565986721,-1.75242321192027,0.0804354085723596,0.132377093074806,-5.59894833632128
NUDT3,0.108965161069855,7.23886401411982,1.75183409537619,0.0805368224409183,0.132525883552,-5.5999688644687
IFNG,-0.0483266930036441,3.90364618733651,-1.75129172906811,0.0806302805821606,0.132661543758762,-5.60090810814859
SRP9,0.0755523527512949,11.6386316401733,1.75110128316921,0.0806631183308374,0.132697441385238,-5.60123784514585
ZNF659,-0.145960018034619,4.59527178151314,-1.75082408257632,0.0807109342876968,0.13275796621943,-5.60171772560785
